id,title,author,text,label,content
8.0,Colossal 'ocean' found 700km below Earth's crust - The Times of India,TOI Science Desk,"Science News: Scientists reveal a colossal ocean 700km beneath Earth's surface, challenging our understanding of water origins. Ringwoodite, a mineral acting like a",1.0,
9.0,6 Hydrating Fruits And Veggies Perfect For Summer - Slurrp,Bornika Das,"With the onset of summer, it is time to switch to a healthy diet that does not only help maintain a healthy electrolyte balance but also replenishes the body with essential nutrients lost due to sweat",1.0,
10.0,Captain Dhananjaya de Silva wants to make winning a habit after well-rounded first show - ESPNcricinfo,Mohammad Isam,"He also hopes to have Karunaratne, Chandimal, and Mathews' support for 3-4 more years",1.0,
11.0,"'He ran away from Amethi, but…: Ravi Shankar Prasad launches attack at Rahul Gandhi as he files nomination from Wayanad | Mint - Mint",PTI,Senior BJP leader Ravi Shankar Prasad lashed out at Congress leader Rahul Gnandhi after he filed nomination from Wayanad Lok Sabha seat on Wednesday,1.0,
12.0,"Congress drops Sanjay Nirupam from list of star campaigners, says more action against him soon - The Times of India",TOI News Desk,India News: The Congress on Wednesday dropped Sanjay Nirupam from the list of star campaigners in Maharashtra and announced that action will be taken against him,1.0,
13.0,Manmohan Singh retires from Rajya Sabha: A look at ex-PM's 33-year-long journey in 5 statements | Mint - Mint,Gulam Jeelani,"Singh, 91, is credited for opening the Indian economy to global competition and regarded as architect of India’s economic liberalisation as Finance Minister in 1991. Later, Singh went on to become Prime Minister serving two terms between 2004 and 2014.",1.0,
14.0,Israel-Hamas war | Israel's repeated attacks leave Iran in a strategic dilemma - The Hindu,The Hindu,No description available,1.0,
15.0,"""Look Mom..."": Mayank Yadav's Instagram Post After Beating RCB Wins Internet | Cricket News - NDTV Sports",Unknown,"Comprehensive up-to-date news coverage, aggregated from sources all over the world by Google News.",1.0,
16.0,"HP Launches AI-Powered Envy x360 14 and OMEN Transcend 14 Laptop In India; Check Specs, Price Details Here - India.com",https://www.india.com/author/intern37-seoindia-com/,"The latest HP laptops showcase the growing trend of integrating AI capabilities to enhance performance and productivity and cater to a diverse audience, such as creators and gamers alike.",1.0,
17.0,Taking Stock: Market inches closer to record high amid volatility; midcap index hits fresh high - Moneycontrol,Rakesh Patil,Broader indices outperformed with BSE midcap index (up 0.6 percent) hitting fresh record high and smallcap index rose 1 percent.,1.0,
18.0,"Smartphone Launches in April 2024: OnePlus Nord CE4, Motorola Edge 50 Pro & More - The Quint",Saima Andrabi,"Get ready for an exciting April 2024 as a range of smartphones, including  Samsung Galaxy M55, Samsung Galaxy M15, and more, are set to be launched.",1.0,
19.0,BREAKING: Maidaan is 3 hours and 1 minute long; passed by CBFC with ZERO cuts - Bollywood Hungama,Bollywood Hungama,"BREAKING: Maidaan is 3 hours and 1 minute long; passed by CBFC with ZERO cuts. Bollywood News: Latest Bollywood News, Bollywood News Today, Bollywood Celebrity News, Breaking News, Celeb News, Celebrities News, Bollywood News Hindi, Hindi Bollywood News at Bo…",1.0,
20.0,"Explore Dimple Jangda's audiobook ""Heal Your Gut, Mind & Emotions"" on Audible - Indiantelevision.com",https://plus.google.com/107324234873078450867,"Mumbai: This World Health Day, let us all take a moment to check in with our bodies and assess our mental well-being. To honour this significant occasion, tune into Dimple Jangda's audiobook, Heal Your Gut, Mind & Emotions on Audible, where she unravels the i…",1.0,
1.0,Total Solar Eclipse Forecast Improving As Overall Cloud Cover Trending Downward - FOX Weather,Unknown,The good news is that the overall presence of clouds is trending downward. What once looked like a cloudy forecast for Texas now appears that things may clea...,1.0,
2.0,"US Visa Fee Hike Comes into Effect from April, What Does It Mean for Families, Employers, Investor Applican - News18",Unknown,"Employers sponsoring H-1B visa petitions will face a 70% fee hike, while those filing for L-1 and O-1 visas will see their costs go up by 201% and 129%, respectively. The EB-5 investment-linked green card visa fee has risen from $3,675 (over Rs 3,00,000) to $…",1.0,
3.0,Baba Vanga's Predictions For 2024 And When The World Might End - NDTV,Unknown,Baba Vanga predicted a major economic crisis that would affect the worldwide economy in 2024.,1.0,
4.0,"DC vs KKR Live Score, IPL 2024: Sunil Narine slams 50 for Kolkata Knight Riders in Visakhapatnam - The Indian Express",Sports Desk,"Delhi Capitals vs Kolkata Knight Riders Live Score, IPL 2024: Opening the batting, Sunil Narine blasted 84 runs off 39 deliveries to help KKR to the second highest total in IPL history at the Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium in Visakhapatna…",1.0,
5.0,Tips for women to self-diagnose symptoms for Cancer - The Times of India,TOI Lifestyle Desk,India faces a rising cancer trend due to lifestyle choices. Early detection through preventive screening is crucial for effective treatment. A signifi,1.0,
6.0,"How pharma rivals Bharat Biotech, SII have joined forces to fight polio globally - Firstpost","Vibhuti Sanchala, Isha Mehrotra","Bharat Biotech has collaborated with the Netherlands-based Bilthoven Biologicals B.V, a wholly-owned subsidiary of Serum Institute of India, to strengthen production and ensure supply of oral polio vaccines. This news comes three years after a the two pharma …",1.0,
7.0,Boney Kapoor says he'll speak to Anil Kapoor and clarify if his ‘innocuous remarks’ upset him - Hindustan Times,HT Entertainment Desk,"Boney Kapoor recently said in an interview that Anil Kapoor ""is still not talking properly. I hope it all gets sorted out soon”. | Bollywood",1.0,
8.0,Colossal 'ocean' found 700km below Earth's crust - The Times of India,TOI Science Desk,"Science News: Scientists reveal a colossal ocean 700km beneath Earth's surface, challenging our understanding of water origins. Ringwoodite, a mineral acting like a",1.0,
9.0,6 Hydrating Fruits And Veggies Perfect For Summer - Slurrp,Bornika Das,"With the onset of summer, it is time to switch to a healthy diet that does not only help maintain a healthy electrolyte balance but also replenishes the body with essential nutrients lost due to sweat",1.0,
10.0,Captain Dhananjaya de Silva wants to make winning a habit after well-rounded first show - ESPNcricinfo,Mohammad Isam,"He also hopes to have Karunaratne, Chandimal, and Mathews' support for 3-4 more years",1.0,
11.0,"'He ran away from Amethi, but…: Ravi Shankar Prasad launches attack at Rahul Gandhi as he files nomination from Wayanad | Mint - Mint",PTI,Senior BJP leader Ravi Shankar Prasad lashed out at Congress leader Rahul Gnandhi after he filed nomination from Wayanad Lok Sabha seat on Wednesday,1.0,
12.0,"Congress drops Sanjay Nirupam from list of star campaigners, says more action against him soon - The Times of India",TOI News Desk,India News: The Congress on Wednesday dropped Sanjay Nirupam from the list of star campaigners in Maharashtra and announced that action will be taken against him,1.0,
13.0,Manmohan Singh retires from Rajya Sabha: A look at ex-PM's 33-year-long journey in 5 statements | Mint - Mint,Gulam Jeelani,"Singh, 91, is credited for opening the Indian economy to global competition and regarded as architect of India’s economic liberalisation as Finance Minister in 1991. Later, Singh went on to become Prime Minister serving two terms between 2004 and 2014.",1.0,
14.0,Israel-Hamas war | Israel's repeated attacks leave Iran in a strategic dilemma - The Hindu,The Hindu,No description available,1.0,
15.0,"""Look Mom..."": Mayank Yadav's Instagram Post After Beating RCB Wins Internet | Cricket News - NDTV Sports",Unknown,"Comprehensive up-to-date news coverage, aggregated from sources all over the world by Google News.",1.0,
16.0,"HP Launches AI-Powered Envy x360 14 and OMEN Transcend 14 Laptop In India; Check Specs, Price Details Here - India.com",https://www.india.com/author/intern37-seoindia-com/,"The latest HP laptops showcase the growing trend of integrating AI capabilities to enhance performance and productivity and cater to a diverse audience, such as creators and gamers alike.",1.0,
17.0,Taking Stock: Market inches closer to record high amid volatility; midcap index hits fresh high - Moneycontrol,Rakesh Patil,Broader indices outperformed with BSE midcap index (up 0.6 percent) hitting fresh record high and smallcap index rose 1 percent.,1.0,
18.0,"Smartphone Launches in April 2024: OnePlus Nord CE4, Motorola Edge 50 Pro & More - The Quint",Saima Andrabi,"Get ready for an exciting April 2024 as a range of smartphones, including  Samsung Galaxy M55, Samsung Galaxy M15, and more, are set to be launched.",1.0,
19.0,BREAKING: Maidaan is 3 hours and 1 minute long; passed by CBFC with ZERO cuts - Bollywood Hungama,Bollywood Hungama,"BREAKING: Maidaan is 3 hours and 1 minute long; passed by CBFC with ZERO cuts. Bollywood News: Latest Bollywood News, Bollywood News Today, Bollywood Celebrity News, Breaking News, Celeb News, Celebrities News, Bollywood News Hindi, Hindi Bollywood News at Bo…",1.0,
20.0,"Explore Dimple Jangda's audiobook ""Heal Your Gut, Mind & Emotions"" on Audible - Indiantelevision.com",https://plus.google.com/107324234873078450867,"Mumbai: This World Health Day, let us all take a moment to check in with our bodies and assess our mental well-being. To honour this significant occasion, tune into Dimple Jangda's audiobook, Heal Your Gut, Mind & Emotions on Audible, where she unravels the i…",1.0,
1.0,"IPL Live Score 2024, MI vs RCB: Karthik finish helps Bengaluru to 196/8 - Hindustan Times",HT Sports Desk,"IPL Live Score 2024 MI vs RCB, Mumbai Indians vs Royal Challengers Bengaluru: Dinesh Karthik finished unbeaten on 53 off 23 after Jasprit Bumrah returned 5/21.",1.0,
2.0,‘We hope that…’: China reacts to PM Modi's remarks on ‘prolonged’ border dispute - Hindustan Times,HT News Desk,"On PM Narendra Modi's border row comments, China said “sound and stable ties” serve the common interest of both Beijing and New Delhi. | Latest News India",1.0,
3.0,Apple iPhone users in India and 91 other countries receive alerts on mercenary spyware threat - BusinessLine,Unknown,No description available,1.0,
